items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00002918	13	13	1	0	0.746651225632117	0.785523079071467	0.765594055389791
GC_00002919	13	13	1	0	0.86258788066017	1.0	0.926225161901555
GC_00002920	13	13	1	0	0.781338847247351	0.987199897946166	0.872288076651166
GC_00002921	13	13	1	0	0.860537212958657	0.975072208616508	0.914231438315739
GC_00002922	13	13	1	0	0.741183079327862	0.967280540208716	0.839270981445051
GC_00002923	12	13	2	0	0.881895148928142	0.880587537156801	0.88124085797429
GC_00002924	12	13	2	0	0.770384641849584	0.861694564861986	0.813485345570303
GC_00002925	13	13	1	0	0.659487977858502	0.943317366394288	0.776272009165525
GC_00002926	13	13	1	0	0.76331927193188	0.778510946417925	0.770840267285392
GC_00002927	13	13	1	0	0.770057131695884	0.867757045534302	0.815993060486402
GC_00002928	10	13	3	0	0.899859686405929	0.737877202726148	0.810857901116359
GC_00002929	11	13	2	0	0.844367931520933	0.811073833796725	0.827386078690942
GC_00002930	13	13	1	0	0.808589123808414	0.910293385020159	0.856432393513237
GC_00002931	11	13	2	0	0.858455522971652	0.669633163558995	0.752378173713637
GC_00002932	6	13	6	0	0.760633534810835	0.713296729927046	0.736204996984583
GC_00002933	5	13	4	0	0.396310411488539	0.707286696291556	0.507984444090316
GC_00002934	12	12	1	0	0.969772471667099	0.931623330667918	0.950315193643597
GC_00002935	12	12	1	0	0.9033286336051	0.996666993165294	0.947705163538366
GC_00002936	11	12	2	0	0.926398077923009	0.991874714396239	0.958018935196561
GC_00002937	12	12	1	0	0.837103463133516	0.918478544411113	0.875905046914567
GC_00002938	12	12	1	0	0.887000849617672	0.941585157584225	0.913478317645666
GC_00002939	12	12	1	0	0.978048606656689	0.888337074448185	0.931036759123856
GC_00002940	12	12	1	0	0.766914574940605	0.778146664423556	0.772489792875046
GC_00002941	10	12	2	0	0.97029722029722	0.833034133293149	0.896441690915835
GC_00002942	12	12	1	0	0.74891161814844	0.979385169578875	0.848781224785363
GC_00002943	11	12	2	0	0.929981665833295	0.97214394985609	0.950595525826261
GC_00002944	12	12	1	0	0.864326562808125	0.826874184017041	0.845185673773955
GC_00002945	11	12	2	0	0.909165547096582	1.0	0.952421908596896
GC_00002946	12	12	1	0	0.861905482422959	0.972626031877889	0.913924566231642
GC_00002947	11	12	2	0	0.90881160132727	0.886273457293768	0.897401040768226
GC_00002948	12	12	1	0	0.906864029342416	0.997138930534733	0.949861368300878
GC_00002949	12	12	1	0	0.814149145060269	0.9357779300308	0.870736629594916
GC_00002950	11	12	2	0	0.758477229122488	0.688003649002641	0.72152367751735
GC_00002951	11	12	2	0	0.879613282891971	0.93122425404852	0.904683282185755
GC_00002952	8	12	2	0	0.710717705826022	0.826982416469395	0.764454703839416
GC_00002953	12	12	1	0	0.849507005708355	0.982741292523902	0.911279998025806
GC_00002954	12	12	1	0	0.859836192242312	0.990358126721764	0.920493325385899
GC_00002955	9	12	2	0	0.99562363238512	0.668560395070304	0.799953031668616
GC_00002956	11	12	2	0	0.878772563176895	0.849213175075245	0.863740043710443
GC_00002957	12	12	1	0	0.916193565828602	0.886411149825785	0.901056327098642
GC_00002958	11	12	2	0	0.863780089759282	0.84080423428369	0.852137317838248
GC_00002959	12	12	1	0	0.753507640598742	0.799459111747332	0.775803536215893
GC_00002960	12	12	1	0	0.821091511018875	0.887878495461831	0.853179977033319
GC_00002961	12	12	1	0	0.741882275319289	0.851956153100776	0.793118245945682
GC_00002962	12	12	1	0	0.863091971008374	0.991370446788941	0.922794514148022
GC_00002963	12	12	1	0	0.777005239822652	0.674070900568758	0.721887166599848
GC_00002964	10	12	3	0	0.870465864515845	0.868684392720098	0.869574216206365
GC_00002965	12	12	1	0	0.811535452670507	0.808348524477556	0.809938853623797
GC_00002966	7	12	2	0	0.965940815187046	0.558782795119679	0.707998623464378
GC_00002967	9	12	2	0	0.772862012746406	0.674115994380895	0.7201196447707
GC_00002968	12	12	1	0	0.851588956420153	0.823907876721173	0.837519755388456
GC_00002969	12	12	1	0	0.882619505935194	0.940778635059078	0.910771548354714
GC_00002970	12	12	1	0	0.922834394904459	0.866575372681972	0.893820492291961
GC_00002971	12	12	1	0	0.898545898545899	0.959126539753639	0.92784842011333
GC_00002972	11	12	2	0	0.949880347395875	0.816973622073804	0.87842821348915
GC_00002973	12	12	1	0	0.822513107428129	0.964111660979668	0.887701203075542
GC_00002974	12	12	1	0	0.836739327883742	0.924582752815512	0.878470507627559
GC_00002975	12	12	1	0	0.819746763408735	1.0	0.900945977640529
GC_00002976	11	12	2	0	0.8471070371987	0.870160961298088	0.858479252459645
GC_00002977	12	12	1	0	0.771461413272332	0.992806902503842	0.868249131113806
GC_00002978	12	12	1	0	0.756926503340757	0.997511774637875	0.860723468126561
GC_00002979	12	12	1	0	0.782938579359161	0.999254843517141	0.877968864163374
GC_00002980	12	12	1	0	0.707922033848288	0.951840483154076	0.811958149230346
GC_00002981	11	12	2	0	0.697577609494708	0.890629152257058	0.782370368820885
GC_00002982	12	12	1	0	0.833081998114986	0.820948002260771	0.826970492574547
GC_00002983	12	12	1	0	0.715075599417979	0.954364648875387	0.817570888272933
GC_00002984	12	12	1	0	0.825795644891122	0.984182566141708	0.898059072693279
GC_00002985	12	12	1	0	0.831874773589582	0.798672287308655	0.814935482832563
GC_00002986	12	12	1	0	0.927418515047381	1.0	0.962342644119077
GC_00002987	12	12	1	0	0.805226471601601	0.877240274000332	0.839692186994626
GC_00002988	11	12	2	0	0.839872746553552	0.772729743317979	0.804903447613795
GC_00002989	12	12	1	0	0.81784647277605	0.980434629473092	0.891790502051298
GC_00002990	12	12	1	0	0.854525033989478	0.987869902848539	0.916371995417667
GC_00002991	12	12	1	0	0.812674977160876	0.932982953429667	0.868683247826731
GC_00002992	12	12	1	0	0.705117307038422	0.914794332651475	0.796385803433945
GC_00002993	12	12	1	0	0.744887070958563	0.920445959155636	0.823412833460789
GC_00002994	12	12	1	0	0.762605668821482	0.784829510442248	0.773558003258554
GC_00002995	12	12	1	0	0.745672163147891	0.943205518564371	0.83288696030119
GC_00002996	12	12	1	0	0.710777787639419	0.883080784845139	0.787615937066073
GC_00002997	12	12	1	0	0.707901887346699	0.923188936343299	0.801337584545471
GC_00002998	12	12	1	0	0.829865688466021	0.97941496751906	0.898459698472377
GC_00002999	12	12	1	0	0.849480189914866	0.820630425662375	0.834806130012711
GC_00003000	12	12	1	0	0.805942503362006	0.995227272727275	0.89063892837185
GC_00003001	12	12	1	0	0.915098250559655	0.960927544945179	0.937453117543396
GC_00003002	12	12	1	0	0.820090439276486	0.940622895622896	0.876231046104939
GC_00003003	12	12	1	0	0.86269915651359	1.0	0.926289308176101
GC_00003004	12	12	1	0	0.882025779265043	1.0	0.937315300335032
GC_00003005	11	12	2	0	0.900229418983087	0.989528763919006	0.942769199011333
GC_00003006	11	12	2	0	0.815133769663566	0.788293419064245	0.801488949170984
GC_00003007	12	12	1	0	0.882676767676768	1.0	0.937682753440459
GC_00003008	12	12	1	0	0.853461023871558	0.991594128690905	0.917356794632636
GC_00003009	11	12	2	0	0.881392876129718	1.0	0.936957811749414
GC_00003010	12	12	1	0	0.876682316118936	0.843080808080807	0.85955330138578
GC_00003011	12	12	1	0	0.899305225088037	0.988846343873517	0.941952646676283
GC_00003012	12	12	1	0	0.945039858281665	0.991711860771514	0.967813506645995
GC_00003013	11	12	2	0	0.719017304368752	0.77709241349667	0.746927696178554
GC_00003014	12	12	1	0	0.791295387040068	0.899575715979284	0.841968513243351
GC_00003015	11	12	2	0	0.941100424035578	0.968637757815518	0.954670554613368
GC_00003016	12	12	1	0	0.804500846023689	0.96366429269655	0.876918927740333
GC_00003017	10	12	2	0	0.888450148075025	0.93456240728968	0.910923083550304
GC_00003018	12	12	1	0	0.795353366722315	0.910482528491478	0.849032836522395
GC_00003019	12	12	1	0	0.798766696539069	0.982297822624586	0.881076208473125
GC_00003020	12	12	1	0	0.757586949830717	0.966313852060458	0.849314256317478
GC_00003021	12	12	1	0	0.750907561004929	0.918652290540256	0.826353065764897
GC_00003022	12	12	1	0	0.751320544898527	0.927543580085953	0.830183381295077
GC_00003023	12	12	1	0	0.778800429513729	0.893348299598299	0.832150905382655
GC_00003024	9	12	3	0	0.859184252862686	0.652775259742847	0.741890532323704
GC_00003025	12	12	1	0	0.802783435166327	0.83097988907975	0.816638346582319
GC_00003026	12	12	1	0	0.824004867025899	0.974494172786808	0.89295342781871
GC_00003027	11	12	2	0	0.79132038061354	0.896349967391368	0.840566996034001
GC_00003028	12	12	1	0	0.837120663868384	0.953209745494982	0.891401465094168
GC_00003029	12	12	1	0	0.874231148265199	0.984371529868219	0.926037891800012
GC_00003030	12	12	1	0	0.862426822778073	0.92238754547057	0.891399995833549
GC_00003031	11	12	2	0	0.899411378032748	0.87553658425388	0.887313411428005
GC_00003032	10	12	2	0	0.78088336783989	0.825395618873879	0.802522744800593
GC_00003033	9	12	2	0	0.898061855670103	0.709562909499625	0.792761342106638
GC_00003034	12	12	1	0	0.747680753939037	0.841824040787938	0.791964435198128
GC_00003035	10	12	2	0	0.839625485098527	0.996627415474169	0.911414519120987
GC_00003036	11	12	2	0	0.902421498886254	0.996991188480548	0.947352082745416
GC_00003037	12	12	1	0	0.848847381755797	0.990117303121891	0.9140561396284
GC_00003038	12	12	1	0	0.777999098906832	0.960447695741811	0.859649480368818
GC_00003039	12	12	1	0	0.781001074432218	0.708039178627414	0.74273258645879
GC_00003040	12	12	1	0	0.774927483683829	0.961980780497824	0.858381943314216
GC_00003041	12	12	1	0	0.803574936161854	0.94008433484055	0.866486041073804
GC_00003042	12	12	1	0	0.936655108296899	1.0	0.967291599091794
GC_00003043	12	12	1	0	0.894709614755223	0.937221671742805	0.915472372840174
GC_00003044	8	12	3	0	0.928752575685529	0.87737706573323	0.902334130352959
GC_00003045	9	12	3	0	0.90683904075792	0.693325091278827	0.785837212721939
GC_00003046	11	12	2	0	0.80521472392638	0.839984468003045	0.822232182976338
GC_00003047	12	12	1	0	0.756747713584653	0.911465663344858	0.826932053520256
GC_00003048	12	12	1	0	0.756484037492787	0.977208483517348	0.85279553337715
GC_00003049	9	12	2	0	0.830381105743425	0.766787964283997	0.797318517621886
GC_00003050	12	12	1	0	0.850934285114424	0.945526625950925	0.895740083799614
GC_00003051	12	12	1	0	0.914422645380522	0.948702510176391	0.931247218091825
GC_00003052	12	12	1	0	0.851232108602627	0.983658591093314	0.912666652874967
GC_00003053	12	12	1	0	0.835271221118818	0.985862474313762	0.904340581738208
GC_00003054	12	12	1	0	0.686750348675035	0.973814229249012	0.805469742486652
GC_00003055	12	12	1	0	0.840002270276406	0.700703408709451	0.76405566895007
GC_00003056	5	12	3	0	0.74483064471423	0.820107017816182	0.780658365429071
GC_00003057	12	12	1	0	0.794292929292929	0.995024875621892	0.883399495613546
GC_00003058	12	12	1	0	0.834614596145961	0.995418110948415	0.907951515232392
GC_00003059	6	12	3	0	0.677654499651605	0.897472024830515	0.772224893029207
GC_00003060	12	12	1	0	0.840613026819923	0.991552695092517	0.909865414797895
GC_00003061	10	12	2	0	0.749498098679704	0.926245210727972	0.828550554794913
GC_00003062	12	12	1	0	0.886347255415197	0.979188948306596	0.930457886727643
GC_00003063	12	12	1	0	0.769548815451939	0.97081022561306	0.858542222060095
GC_00003064	12	12	1	0	0.890533655135425	0.867117117117116	0.878669401142957
GC_00003065	12	12	1	0	0.723070979524462	0.936940708331082	0.816228753912549
GC_00003066	12	12	1	0	0.941322097645743	0.905380970195787	0.923001785045358
GC_00003067	11	12	2	0	0.727906150017775	0.919397285277112	0.812521753945174
GC_00003068	3	12	7	0	0.614870730881855	0.693591586940215	0.651863122363802
GC_00003069	12	12	1	0	0.862804229735738	0.982343938749102	0.918701836399382
GC_00003070	12	12	1	0	0.892489293652084	0.985983046327875	0.936909523596694
GC_00003071	11	12	2	0	0.8712746716993	0.868382215870254	0.869826039201211
GC_00003072	8	12	2	0	0.782646356033453	0.9888758586901	0.87375713489885
GC_00003073	12	12	1	0	0.802297396985984	0.894474091014972	0.845882005877166
GC_00003074	12	12	1	0	0.836401549002085	0.997326203208557	0.909802646786996
GC_00003075	12	12	1	0	0.937219231999555	0.921797881014092	0.929444593118711
GC_00003076	12	12	1	0	0.772745818033456	0.762041241648771	0.767356199595575
GC_00003077	12	12	1	0	0.812530712530713	1.0	0.896570421580588
GC_00003078	12	12	1	0	0.776175580478625	0.927366251078489	0.845061770616109
GC_00003079	12	12	1	0	0.935949392112286	0.737055975383502	0.824680070387943
GC_00003080	12	12	1	0	0.954068658614113	1.0	0.9764945099634
GC_00003081	12	12	1	0	0.799221183800623	0.996279517393549	0.886936657566336
GC_00003082	12	12	1	0	0.762238390370969	0.862613446017968	0.809325588807351
GC_00003083	12	12	1	0	0.854265623544752	0.917864380201843	0.884923775823353
GC_00003084	12	12	1	0	0.724187471198937	0.975855273595696	0.831393404672051
GC_00003085	12	12	1	0	0.712972955296118	0.919277948806712	0.803087704533426
GC_00003086	10	12	2	0	0.813611589213999	0.700454121042356	0.75280430265642
GC_00003087	9	12	2	0	0.745551908792538	0.903297120160154	0.816878780672803
GC_00003088	10	12	2	0	0.731200184821532	0.720560512756065	0.725841360744195
GC_00003089	12	12	1	0	0.824642556770395	0.867909503736276	0.845723010720457
GC_00003090	11	12	2	0	0.51791988756149	0.648538995633357	0.575916131355934
GC_00003091	6	12	4	0	0.890122182068491	0.694312011318002	0.78011762827437
GC_00003092	9	12	2	0	0.565518471368917	0.652317659638215	0.605824833625982
GC_00003093	12	12	1	0	0.803966475811136	0.949699683753425	0.870777717482758
GC_00003094	12	12	1	0	0.8394198732606	0.971090207886605	0.900467142068906
GC_00003095	12	12	1	0	0.760338930348259	0.950307599942636	0.844775178562849
GC_00003096	11	12	2	0	0.796265015015015	0.840979358805446	0.818011596160133
GC_00003097	12	12	1	0	0.743032876115828	0.948799216656361	0.833403047288747
GC_00003098	12	12	1	0	0.738505975567745	0.841183466955308	0.786507778266958
GC_00003099	12	12	1	0	0.873160495872332	0.880390225887856	0.876760457120697
GC_00003100	12	12	1	0	0.763802622498275	0.946441087599132	0.845369792013051
GC_00003101	12	12	1	0	0.788016790749248	0.920424773708654	0.849089827118718
GC_00003102	11	12	2	0	0.781873317125454	0.858750831637551	0.818510884193606
GC_00003103	4	12	5	0	0.56713368359603	0.698092587747207	0.625835599129373
GC_00003104	12	12	1	0	0.760698432514912	0.840306687877737	0.798523342815571
GC_00003105	12	12	1	0	0.697017177344475	0.896074966150723	0.784109878572515
GC_00003106	12	12	1	0	0.778241316054204	0.879582497512157	0.825814462116488
GC_00003107	12	12	1	0	0.850171624713959	0.809740938799764	0.829463894266272
GC_00003108	11	12	2	0	0.800549384927744	0.881261767646102	0.838968828301245
GC_00003109	6	12	5	0	0.872351421188631	0.690351847335417	0.77075338264576
GC_00003110	11	12	2	0	0.72107571262737	0.919734185237591	0.808378818181082
GC_00003111	12	12	1	0	0.742466508248097	0.950848638955435	0.833835650739432
GC_00003112	12	12	1	0	0.822743695485566	0.979450094413964	0.894283838661719
GC_00003113	9	12	3	0	0.866369621066153	0.648355329641455	0.741673081961555
GC_00003114	12	12	1	0	0.754459388764197	0.995395606261585	0.858340334271661
GC_00003115	12	12	1	0	0.713369472409206	0.964190164695696	0.82002906350101
GC_00003116	11	12	2	0	0.758860659201352	0.819853264383386	0.788178756599105
GC_00003117	4	12	5	0	0.709010902003776	0.626460235403844	0.665184179772514
GC_00003118	11	12	2	0	0.746216663811319	0.832039151153624	0.786794477355435
GC_00003119	8	12	2	0	0.754762604973369	0.733331664880441	0.743892815001558
GC_00003120	11	11	1	0	0.926406926406926	1.0	0.961797752808989
GC_00003121	11	11	1	0	0.930967238689548	0.821848298080964	0.873011249199478
GC_00003122	11	11	1	0	0.74035792898842	0.889646464646465	0.808165691662624
GC_00003123	11	11	1	0	0.80023166711218	0.947222222222223	0.867544743401854
GC_00003124	11	11	1	0	0.980860347002079	0.985272391505082	0.983061418891808
GC_00003125	11	11	1	0	0.888572050931702	0.981163290086119	0.932575063266571
GC_00003126	11	11	1	0	0.851915874387784	0.971258741258741	0.907681285945065
GC_00003127	11	11	1	0	0.935464231354642	1.0	0.966656181189053
GC_00003128	11	11	1	0	0.930689655172414	0.966055841968252	0.948043034549563
GC_00003129	11	11	1	0	0.933657229016586	0.961366509596598	0.947309284976217
GC_00003130	11	11	1	0	0.95262976573266	0.982116178395243	0.967148278859568
GC_00003131	11	11	1	0	0.904693760732685	0.970426520044842	0.936408002125665
GC_00003132	11	11	1	0	0.874085343765848	0.764919648093841	0.815867013069591
GC_00003133	11	11	1	0	0.903708698583951	0.961324491111724	0.931626642978095
GC_00003134	11	11	1	0	0.75846407180211	0.931173228126134	0.835991769579964
GC_00003135	8	11	2	0	0.760705721137376	0.662873697189564	0.708428075528385
GC_00003136	11	11	1	0	0.96531102672757	0.975967667458476	0.970610097302148
GC_00003137	10	11	2	0	0.739123308440128	0.8139478369502	0.774733108563572
GC_00003138	11	11	1	0	0.921757940276459	0.824357366771159	0.870341088449077
GC_00003139	11	11	1	0	0.905716655501324	0.960666503934629	0.932382666010312
GC_00003140	11	11	1	0	0.91577619731633	0.918505627285643	0.91713888159124
GC_00003141	11	11	1	0	0.844266666666667	0.914656771799629	0.878053253465886
GC_00003142	11	11	1	0	0.942604320525531	0.992954178760182	0.967124371935677
GC_00003143	11	11	1	0	0.880972439523408	0.919200430020828	0.899680535071541
GC_00003144	11	11	1	0	0.7703884190913	0.983533738548272	0.864009840645238
GC_00003145	11	11	1	0	0.913833556562461	0.998464846263861	0.954276466701378
GC_00003146	11	11	1	0	0.881726166659257	0.987910278857132	0.931802913094572
GC_00003147	11	11	1	0	0.94870188626714	0.90218056857232	0.924856578460958
GC_00003148	10	11	2	0	0.979780674750828	0.802222215840291	0.882155498272368
GC_00003149	11	11	1	0	0.947378138847858	0.90703332862424	0.926766860341301
GC_00003150	11	11	1	0	0.817233306188925	0.91559574558484	0.863622799411033
GC_00003151	11	11	1	0	0.835590277777778	0.872756832653866	0.853769260095433
GC_00003152	11	11	1	0	0.905188521855188	0.987261849630055	0.944445474307771
GC_00003153	11	11	1	0	0.913890496266292	0.969532288303487	0.94088948202489
GC_00003154	11	11	1	0	0.920505871725384	0.953163857419177	0.936550250903984
GC_00003155	11	11	1	0	0.946557659208262	0.978427687730012	0.96222885361212
GC_00003156	11	11	1	0	0.893602611510694	0.955501546546321	0.923516042701984
GC_00003157	11	11	1	0	0.884900388726919	0.841975095761846	0.862904240902599
GC_00003158	11	11	1	0	0.961939445872608	0.834840265220015	0.893894534939441
GC_00003159	11	11	1	0	0.931586100828013	0.977041419849909	0.953772484997126
GC_00003160	11	11	1	0	0.956862745098039	0.961750578188935	0.959300435555084
GC_00003161	11	11	1	0	0.964194011919625	0.905653950878978	0.934007613112996
GC_00003162	11	11	1	0	0.862774792379091	0.962766598385344	0.910032230694708
GC_00003163	11	11	1	0	0.916657011547523	0.896376271625738	0.906403210571438
GC_00003164	11	11	1	0	0.909072529694213	0.92804324861741	0.918459939919103
GC_00003165	11	11	1	0	0.839206749681235	0.845291503048721	0.842238136676065
GC_00003166	11	11	1	0	0.770490867579909	0.992353440951571	0.867460909581545
GC_00003167	11	11	1	0	0.860507525556069	0.942655559579865	0.899710303202653
GC_00003168	11	11	1	0	0.874181047216864	0.985274505267781	0.926409128371116
GC_00003169	11	11	1	0	0.889204187161054	0.928376305342598	0.908368131564428
GC_00003170	11	11	1	0	0.902933333333333	0.975823052188302	0.937964249166081
GC_00003171	11	11	1	0	0.73230122324159	0.841960608694889	0.783311608222207
GC_00003172	11	11	1	0	0.894480994152047	0.850814111261873	0.872101285014055
GC_00003173	11	11	1	0	0.719136093558427	0.993720712277413	0.834419349802631
GC_00003174	11	11	1	0	0.833590207509661	0.901605259863737	0.866264729009788
GC_00003175	11	11	1	0	0.727873469829921	0.981699442840177	0.835943263366468
GC_00003176	11	11	1	0	0.837553070311691	0.987850831854266	0.906514439075936
GC_00003177	11	11	1	0	0.782692546970263	0.800253583969834	0.791375655326243
GC_00003178	11	11	1	0	0.797300838574423	0.837378822550447	0.81684852794279
GC_00003179	11	11	1	0	0.927229569345541	0.889468326677628	0.907956502065854
GC_00003180	11	11	1	0	0.762224578767527	0.923030836876128	0.834955680066612
GC_00003181	11	11	1	0	0.884444790288693	0.998523698523701	0.9380285314239
GC_00003182	11	11	1	0	0.854105055625968	0.878562391117913	0.86616111054295
GC_00003183	11	11	1	0	0.933537884598994	0.928309474616293	0.930916338438989
GC_00003184	11	11	1	0	0.843358901897457	0.958977377848794	0.897459722045795
GC_00003185	10	11	2	0	0.881756163458291	0.786580352137453	0.831453447273766
GC_00003186	11	11	1	0	0.806315700773136	0.934523140877952	0.865698378502454
GC_00003187	11	11	1	0	0.80746395250212	0.945454545454546	0.871027905831017
GC_00003188	11	11	1	0	0.78070339830085	0.990067075781363	0.873008379032198
GC_00003189	11	11	1	0	0.725897828677025	0.88492544138477	0.797561679646731
GC_00003190	11	11	1	0	0.86417556346382	0.887969122115463	0.875910788370658
GC_00003191	11	11	1	0	0.861075815332486	0.832595573440644	0.84659623702087
GC_00003192	11	11	1	0	0.845660306771418	0.83694103253575	0.841278077925698
GC_00003193	11	11	1	0	0.888014311270125	0.972960651788404	0.928548744869533
GC_00003194	11	11	1	0	0.80852945371559	0.894260854656901	0.849236969155704
GC_00003195	9	11	2	0	0.755818172394133	0.869136187985478	0.808526000707275
GC_00003196	10	11	2	0	0.937312907201972	0.835278278340479	0.883358912962644
GC_00003197	11	11	1	0	0.854886578253741	0.996649084703692	0.920340820636573
GC_00003198	10	11	2	0	0.855523429253293	0.995394075944186	0.920173860713825
GC_00003199	11	11	1	0	0.808396124865447	0.966569900687548	0.880435288201029
GC_00003200	11	11	1	0	0.893587033121917	0.96254198410748	0.92678367489536
GC_00003201	11	11	1	0	0.821067190798573	0.90674374842102	0.861781257880547
GC_00003202	11	11	1	0	0.795949756472699	0.735610448110449	0.764591499936035
GC_00003203	10	11	2	0	0.754183813443073	0.819049788974602	0.785279557084636
GC_00003204	10	11	2	0	0.764996203492787	0.997727272727274	0.865998083141534
GC_00003205	11	11	1	0	0.718240276035132	0.962900792153903	0.822767516465549
GC_00003206	11	11	1	0	0.924662896911701	0.958856298824087	0.941449224409267
GC_00003207	11	11	1	0	0.950142938822184	1.0	0.97443415034596
GC_00003208	11	11	1	0	0.733571461281312	0.803632433140629	0.767005366628627
GC_00003209	11	11	1	0	0.810092961487384	0.815773712547906	0.812923412792883
GC_00003210	10	11	2	0	0.749542317983383	0.833788525768403	0.789424126711915
GC_00003211	9	11	2	0	0.735128093790708	0.953166992618761	0.830067966185039
GC_00003212	11	11	1	0	0.810150537634409	0.953535727508331	0.876014626367769
GC_00003213	10	11	2	0	0.751599767306574	0.840348490737143	0.79350032503019
GC_00003214	10	11	2	0	0.794026641493602	0.897997590644649	0.842817729705725
GC_00003215	10	11	2	0	0.833782960577844	0.86003274598472	0.84670445121362
GC_00003216	10	11	2	0	0.970192869666861	0.882433928324339	0.924234828234908
GC_00003217	7	11	2	0	0.760133524082022	0.956751382588703	0.847184103362819
GC_00003218	9	11	2	0	0.771832650197556	0.935363046044865	0.845765649848675
GC_00003219	10	11	2	0	0.800272016320979	0.931339747650722	0.860845546605441
GC_00003220	11	11	1	0	0.762830236379724	0.974340525319496	0.855709098530759
GC_00003221	11	11	1	0	0.715399524912925	0.970122174625152	0.8235135068561
GC_00003222	11	11	1	0	0.821491654951155	0.961634870876249	0.886056048286654
GC_00003223	8	11	2	0	0.743895561946653	0.668332835474125	0.704092668183744
GC_00003224	10	11	2	0	0.697807781649245	0.971708517240953	0.812290080996906
GC_00003225	11	11	1	0	0.870283303194696	0.881087030495754	0.875651844217409
GC_00003226	11	11	1	0	0.790834650193938	0.966828591256072	0.870020528087877
GC_00003227	11	11	1	0	0.785736229975861	0.85224534501643	0.817640509064748
GC_00003228	10	11	2	0	0.860553334212107	0.847708300674729	0.854082524230245
GC_00003229	11	11	1	0	0.840485556482696	0.984217749053329	0.906690748028463
GC_00003230	11	11	1	0	0.781604226705091	0.978362843551796	0.868985047157366
GC_00003231	11	11	1	0	0.890251572327044	1.0	0.941939777075362
GC_00003232	11	11	1	0	0.915559305350489	0.962447983132663	0.938418303567542
GC_00003233	10	11	2	0	0.836570606406838	0.807720634284425	0.821892526224935
GC_00003234	11	11	1	0	0.685935156340141	0.821287275175728	0.747533746470652
GC_00003235	10	11	2	0	0.843321975011692	0.79548128342246	0.818703335581169
GC_00003236	11	11	1	0	0.792686625362853	0.999177489177486	0.884034258633287
GC_00003237	11	11	1	0	0.806264538125737	0.939720151383438	0.867891956183885
GC_00003238	11	11	1	0	0.862510702759665	0.885208061476003	0.873711998538954
GC_00003239	11	11	1	0	0.756905594405594	0.947945205479451	0.841721784998121
GC_00003240	11	11	1	0	0.722115013508298	0.809879718349616	0.7634834397203
GC_00003241	9	11	2	0	0.911958164807779	0.903422003284073	0.907670014956586
GC_00003242	10	11	2	0	0.88313106016824	0.918991445447756	0.900704460406708
GC_00003243	9	11	2	0	0.851584270822582	0.775612950648221	0.811825119048936
GC_00003244	10	11	2	0	0.687454114488285	0.801473094238805	0.740097935018815
GC_00003245	9	11	2	0	0.681378755903929	0.718121939222859	0.699268010711005
GC_00003246	11	11	1	0	0.81078691423519	0.83005136106831	0.820306049446358
GC_00003247	11	11	1	0	0.825510517843254	0.96384640401832	0.889331060093638
GC_00003248	11	11	1	0	0.836237101031917	0.994273443092342	0.908433272185645
GC_00003249	11	11	1	0	0.774810233342704	0.885237928095072	0.826351212650482
GC_00003250	11	11	1	0	0.852121212121212	1.0	0.920157068062827
GC_00003251	11	11	1	0	0.930291994121781	0.797879810478236	0.859013204570945
GC_00003252	11	11	1	0	0.787305171803046	0.971242522904519	0.869654276263374
GC_00003253	11	11	1	0	0.81384097883917	0.953412230230356	0.878115188820555
GC_00003254	10	11	2	0	0.7453885472998	0.813398101422051	0.777909702642809
GC_00003255	11	11	1	0	0.699118130636241	0.989013678674336	0.819174652589306
GC_00003256	11	11	1	0	0.868541565648403	0.933296339132902	0.899755368064365
GC_00003257	10	11	2	0	0.957991308546596	0.887178211665215	0.921225943304792
GC_00003258	11	11	1	0	0.851317476973301	0.935509373983698	0.89142994411364
GC_00003259	11	11	1	0	0.865694682675815	1.0	0.928013238944562
GC_00003260	10	11	2	0	0.812524615990547	0.922662767695881	0.864098273257558
GC_00003261	10	11	2	0	0.716396995323524	0.971525930086751	0.824680139970097
GC_00003262	9	11	2	0	0.709941162986169	0.693265546935804	0.70150426899999
GC_00003263	11	11	1	0	0.691027712934698	0.948099581603373	0.79940476580784
GC_00003264	8	11	2	0	0.670496616877314	0.859604498066036	0.753364470069205
GC_00003265	11	11	1	0	0.77431358477527	0.94779014208475	0.852314260849351
GC_00003266	11	11	1	0	0.753759995381196	0.894339880244191	0.818054335143106
GC_00003267	11	11	1	0	0.870816339742345	0.988404969407611	0.925892139259317
GC_00003268	11	11	1	0	0.77959222201246	0.964013704888076	0.862049818309697
GC_00003269	11	11	1	0	0.721956829440906	0.860521885521885	0.785172838360102
GC_00003270	9	11	2	0	0.681657365867892	0.788132281616239	0.731038180819378
GC_00003271	11	11	1	0	0.690216128282593	0.955266452478994	0.801394460223497
GC_00003272	5	11	3	0	0.635849460393164	0.812259140129922	0.713309120275186
GC_00003273	11	11	1	0	0.804879493101202	0.92572649319637	0.861083662594162
GC_00003274	11	11	1	0	0.809680617520006	0.815647907647907	0.812653308321197
GC_00003275	10	11	2	0	0.827257034351804	0.696399003687422	0.756208698201183
